1884;3;11;0.4
1885;3;11;2.8
1886;3;11;-1.2
1887;3;11;2.6
1888;3;11;-8.3
1889;3;11;3.4
1890;3;11;4.6
1891;3;11;0.4
1892;3;11;0.3
1893;3;11;3.1
1894;3;11;2.6
1895;3;11;3.4
1896;3;11;1.2
1897;3;11;0.8
1898;3;11;5.4
1899;3;11;6.4
1900;3;11;1.9
1901;3;11;1.9
1902;3;11;3.7
1903;3;11;-0.6
1904;3;11;-1.3
1905;3;11;3.3
1906;3;11;1.8
1907;3;11;-0.2
1908;3;11;-4.7
1909;3;11;-1.4
1910;3;11;6.4
1911;3;11;3.6
1912;3;11;0.5
1913;3;11;3.9
1914;3;11;1
1915;3;11;0.8
1916;3;11;-3
1917;3;11;0.2
1918;3;11;2.8
1919;3;11;5.6
1920;3;11;2.8
1921;3;11;10.6
1922;3;11;0.9
1923;3;11;-1.2
1924;3;11;-0.7
1925;3;11;-6.9
1926;3;11;0.4
1927;3;11;4
1928;3;11;0.2
1929;3;11;3.4
1930;3;11;5.2
1931;3;11;-3
1932;3;11;-7
1933;3;11;3.6
1934;3;11;2.2
1935;3;11;8.8
1936;3;11;1
1937;3;11;-7.4
1938;3;11;5.6
1939;3;11;1.6
1940;3;11;0.8
1941;3;11;2.3
1942;3;11;-7.8
1943;3;11;6.1
1944;3;11;4.7
1945;3;11;5.1
1946;3;11;-1.1
1947;3;11;-3.5
1948;3;11;9.5
1949;3;11;4.1
1950;3;11;3.5
1951;3;11;-2.2
1952;3;11;5.3
1953;3;11;4
1954;3;11;0
1955;3;11;5
1956;3;11;3
1957;3;11;5.2
1958;3;11;-9
1959;3;11;7.5
1960;3;11;4
1961;3;11;8.8
1962;3;11;-3.8
1963;3;11;1
1964;3;11;4.7
1965;3;11;1.1
1966;3;11;2.4
1967;3;11;6
1968;3;11;-1
1969;3;11;0.6
1970;3;11;-0.8
1971;3;11;-4.4
1972;3;11;0.5
1973;3;11;4
1974;3;11;6
1975;3;11;3
1976;3;11;-3.3
1977;3;11;7.4
1978;3;11;5.1
1979;3;11;1
1980;3;11;-0.6
1981;3;11;2.1
1982;3;11;2.9
1983;3;11;0.8
1984;3;11;1.8
1985;3;11;2.8
1986;3;11;2.2
1987;3;11;1.8
1988;3;11;2.1
1989;3;11;6.2
1990;3;11;7.4
1991;3;11;4.9
1992;3;11;4
1993;3;11;2.8
1994;3;11;2.8
1995;3;11;2.6
1996;3;11;-0.4
1997;3;11;6.2
1884;4;12;8.1
1885;4;12;9.2
1886;4;12;11.2
1887;4;12;12.2
1888;4;12;5.7
1889;4;12;-0.2
1890;4;12;6.2
1891;4;12;6.3
1892;4;12;3.1
1893;4;12;8
1894;4;12;6.9
1895;4;12;0.8
1896;4;12;8.2
1897;4;12;8
1898;4;12;2.6
1899;4;12;3.2
1900;4;12;5.6
1901;4;12;3.4
1902;4;12;8.9
1903;4;12;8.7
1904;4;12;10.8
1905;4;12;1.8
1906;4;12;25.2
1907;4;12;10.8
1908;4;12;6.1
1909;4;12;1.2
1910;4;12;12
1911;4;12;2
1912;4;12;1.2
1913;4;12;-1
1914;4;12;10.1
1915;4;12;11.7
1916;4;12;6.6
